genome,completeness,contamination
uvig_204649.fasta,100,0
uvig_204652.fasta,97.17,0
uvig_204653.fasta,79.86,0
uvig_204654.fasta,41.88,13.42
uvig_204659.fasta,18.17,0
uvig_20466.fasta,100,0
uvig_204661.fasta,60.97,0
uvig_204662.fasta,15.77,0
uvig_204663.fasta,43.37,30.91
uvig_204664.fasta,46.44,25.05
uvig_204667.fasta,62.97,0
uvig_20467.fasta,100,0
uvig_204671.fasta,37.21,0
uvig_204672.fasta,32.96,40.21
uvig_204678.fasta,53.31,0
uvig_20468.fasta,100,3.48
uvig_204681.fasta,41.22,0
uvig_204684.fasta,35.55,0
uvig_204686.fasta,25.91,0
uvig_204687.fasta,30.28,0
uvig_20469.fasta,100,0
uvig_204691.fasta,48.68,0
uvig_20470.fasta,100,0
uvig_204700.fasta,46.57,0
uvig_204701.fasta,18.83,0
uvig_204703.fasta,33.81,0
uvig_204708.fasta,28.18,0
uvig_20471.fasta,100,0
uvig_204710.fasta,16.91,0
uvig_204712.fasta,34.99,0
uvig_204713.fasta,33.22,0
uvig_20472.fasta,100,0
uvig_204722.fasta,36.46,0
uvig_20473.fasta,97.37,21.25
uvig_20475.fasta,71.18,0
uvig_20476.fasta,38.52,28.06
uvig_20477.fasta,64.03,0
uvig_20478.fasta,58,23.91
uvig_204781.fasta,100,0
uvig_204783.fasta,49.79,0
uvig_204787.fasta,22.12,0
uvig_204789.fasta,26.73,0
uvig_20479.fasta,100,0
uvig_204791.fasta,28.09,0
uvig_20480.fasta,56.5,0
uvig_204810.fasta,100,0
uvig_204813.fasta,100,0
uvig_204814.fasta,72.36,0
uvig_204816.fasta,98.63,0
uvig_204817.fasta,29.64,0
uvig_204819.fasta,24.14,0
uvig_204821.fasta,87.28,8.86
uvig_204823.fasta,100,0
uvig_204825.fasta,100,0
uvig_20483.fasta,42.02,0
uvig_20484.fasta,38.89,0
uvig_204847.fasta,100,0
uvig_204848.fasta,100,0
uvig_204849.fasta,100,0
uvig_204850.fasta,100,0
uvig_204851.fasta,90.47,0
uvig_204852.fasta,100,15.43
uvig_204853.fasta,100,2.62
uvig_204855.fasta,74.36,0
uvig_204856.fasta,100,14.63
uvig_204858.fasta,100,0
uvig_204860.fasta,100,0
uvig_204861.fasta,76.55,0
uvig_204863.fasta,100,0
uvig_204867.fasta,79.48,29.51
uvig_204869.fasta,78.71,19.12
uvig_20487.fasta,29.13,0
uvig_204870.fasta,62.69,22.99
uvig_204871.fasta,100,0
uvig_204872.fasta,92.69,0
uvig_204877.fasta,55.41,0
uvig_204878.fasta,59.12,0
uvig_204879.fasta,43.78,0
uvig_204880.fasta,56.27,24.99
uvig_204881.fasta,26.82,0
uvig_204882.fasta,57.42,0
uvig_204887.fasta,61.21,0
uvig_204889.fasta,25.65,45.59
uvig_20489.fasta,36.69,0
uvig_204890.fasta,44.45,0
uvig_204892.fasta,56.44,0
uvig_204895.fasta,53.04,0
uvig_204899.fasta,44.22,0
uvig_204900.fasta,21.4,0
uvig_204901.fasta,55.45,0
uvig_204908.fasta,38.51,0
uvig_204909.fasta,24.7,0
uvig_204911.fasta,10.06,40.4
uvig_204936.fasta,100,0
uvig_204950.fasta,100,52.09
uvig_204952.fasta,96.97,0
uvig_204957.fasta,31.1,14.64
uvig_204958.fasta,66.96,0
uvig_204963.fasta,55.77,0
uvig_204968.fasta,100,0
uvig_204972.fasta,100,4.37
uvig_204973.fasta,99.93,0
uvig_204988.fasta,100,0
uvig_204989.fasta,100,0
uvig_204990.fasta,100,0
uvig_204995.fasta,100,9.41
uvig_204996.fasta,45.19,0
uvig_204997.fasta,80.84,0
uvig_204999.fasta,100,0
uvig_205.fasta,100,8.39
uvig_205000.fasta,90.16,19.21
uvig_205009.fasta,73.35,20.01
uvig_205010.fasta,82.98,11.47
uvig_205012.fasta,43.08,22.62
uvig_205014.fasta,90.85,0
uvig_205016.fasta,55.68,0
uvig_205017.fasta,40.57,0
uvig_205019.fasta,57.2,0
uvig_205028.fasta,23.55,0
uvig_205035.fasta,32.24,0
uvig_205061.fasta,100,0
uvig_205064.fasta,22.28,0
uvig_205070.fasta,100,0
uvig_205071.fasta,64.35,0
uvig_205074.fasta,51.47,0
uvig_205076.fasta,100,0
uvig_205081.fasta,80.42,0
uvig_205083.fasta,55.6,16.22
uvig_205084.fasta,27.57,0
uvig_205090.fasta,100,0
uvig_205091.fasta,100,0
uvig_205092.fasta,47.48,0
uvig_205095.fasta,25.19,0
uvig_205103.fasta,7.82,0
uvig_205104.fasta,30,0
uvig_205108.fasta,0,0
uvig_205126.fasta,100,0
uvig_205128.fasta,100,0
uvig_205131.fasta,74.32,23.91
uvig_205133.fasta,41.45,22.77
uvig_205134.fasta,78.87,14.57
uvig_205139.fasta,91.26,0
uvig_205140.fasta,100,0
uvig_205141.fasta,94.71,18.96
uvig_205147.fasta,100,13.54
uvig_205148.fasta,42.13,0
uvig_20515.fasta,97.15,0
uvig_205158.fasta,38.16,0
uvig_205165.fasta,34.44,32.89
uvig_205166.fasta,34.52,0
uvig_205167.fasta,38.78,0
uvig_20517.fasta,81.19,0
uvig_205171.fasta,38.3,0
uvig_205174.fasta,0,0
uvig_205175.fasta,20.38,0
uvig_205176.fasta,17.3,0
uvig_205178.fasta,19.97,0
uvig_205180.fasta,29.79,0
uvig_205184.fasta,18.26,0
uvig_205186.fasta,25.82,0
uvig_205219.fasta,45.2,0
uvig_205220.fasta,54.7,0
uvig_205221.fasta,32.19,0
uvig_205228.fasta,31.84,0
uvig_205234.fasta,23.09,0
uvig_205236.fasta,100,0
uvig_205238.fasta,100,0
uvig_205239.fasta,100,0
uvig_205240.fasta,100,0
uvig_205241.fasta,96.53,0
uvig_205242.fasta,97.5,0
uvig_205251.fasta,100,0
uvig_205252.fasta,100,0
uvig_205253.fasta,100,0
uvig_205254.fasta,100,0
uvig_205255.fasta,96.25,0
uvig_205256.fasta,100,24.78
uvig_205257.fasta,90.56,35.47
uvig_205258.fasta,100,0
uvig_205259.fasta,100,29.42
uvig_205260.fasta,100,31.55
uvig_205263.fasta,76.6,0
uvig_20527.fasta,100,0
uvig_205271.fasta,54.28,0
uvig_205273.fasta,75.88,0
uvig_205276.fasta,62.27,0
uvig_205277.fasta,59.01,0
uvig_205282.fasta,92.57,0
uvig_205283.fasta,46.75,0
uvig_205286.fasta,36.39,0
uvig_205288.fasta,71.2,0
uvig_205290.fasta,24.68,0
uvig_205292.fasta,33.01,0
uvig_205293.fasta,46.34,0
uvig_205296.fasta,31.79,0
uvig_205297.fasta,32,0
uvig_205298.fasta,23.48,0
uvig_205299.fasta,19.17,0
uvig_205345.fasta,71.08,0
uvig_205347.fasta,98.21,4.99
uvig_205348.fasta,28.38,0
uvig_205352.fasta,97.17,0
uvig_205354.fasta,99.2,0
uvig_205356.fasta,25.74,0
uvig_205359.fasta,0,0
uvig_205365.fasta,18.69,0
uvig_20537.fasta,21.29,0
uvig_205378.fasta,100,0
uvig_205379.fasta,100,0
uvig_20538.fasta,36.3,0
uvig_205380.fasta,100,0
uvig_205383.fasta,81.21,0
uvig_205385.fasta,96.78,7.35
uvig_205386.fasta,83.69,0
uvig_205387.fasta,82.72,0
uvig_205391.fasta,92.44,0
uvig_205392.fasta,52.34,15.96
uvig_205393.fasta,100,0
uvig_205396.fasta,100,0
uvig_205397.fasta,14.75,0
uvig_205399.fasta,100,0
uvig_2054.fasta,100,0
uvig_20540.fasta,91.75,0
uvig_205400.fasta,40.19,35.3
uvig_205401.fasta,70.49,0
uvig_205407.fasta,42.36,0
uvig_205408.fasta,54.64,0
uvig_205412.fasta,51.84,0
uvig_205413.fasta,53.05,0
uvig_205415.fasta,56.18,0
uvig_205416.fasta,48.25,0
uvig_205417.fasta,35.58,0
uvig_20542.fasta,100,0
uvig_205420.fasta,52.9,0
uvig_205421.fasta,99.63,0
uvig_205422.fasta,36.93,0
uvig_205423.fasta,43.98,0
uvig_205425.fasta,23.61,0
uvig_205426.fasta,22.86,0
uvig_205428.fasta,21.85,0
uvig_20543.fasta,92.32,0
uvig_205433.fasta,17.6,0
uvig_205467.fasta,65.78,0
uvig_205481.fasta,79.7,0
uvig_205483.fasta,100,33.06
uvig_205489.fasta,33.27,0
uvig_205492.fasta,98.07,0
uvig_205493.fasta,67.87,0
uvig_205494.fasta,76.63,0
uvig_205497.fasta,32.61,0
uvig_205498.fasta,45.34,0
uvig_205499.fasta,95.06,0
uvig_2055.fasta,64.37,0
uvig_205500.fasta,87.22,28.39
uvig_205502.fasta,100,0
uvig_205503.fasta,100,0
uvig_205504.fasta,99.87,0
uvig_205505.fasta,98.95,0
uvig_205506.fasta,58.62,0
uvig_205507.fasta,56.35,0
uvig_205508.fasta,39.53,0
uvig_205510.fasta,98.22,0
uvig_205511.fasta,76.56,21.79
uvig_205513.fasta,100,0
uvig_205528.fasta,100,0
uvig_205530.fasta,100,0
uvig_205531.fasta,100,0
uvig_205532.fasta,68.71,0
uvig_205533.fasta,71.84,0
uvig_205534.fasta,64.98,56.12
uvig_205535.fasta,100,0
uvig_205536.fasta,100,0
uvig_205537.fasta,100,14.6
uvig_205540.fasta,100,0
uvig_205541.fasta,77.7,0
uvig_205542.fasta,100,4.82
uvig_205543.fasta,93.51,0
uvig_205545.fasta,100,0
uvig_205546.fasta,89.61,0
uvig_205547.fasta,100,0
uvig_205550.fasta,98.68,0
uvig_205551.fasta,100,0
uvig_205552.fasta,47.16,20.99
uvig_205554.fasta,49.43,46.28
uvig_205555.fasta,96.52,0
uvig_205559.fasta,98.18,0
uvig_205561.fasta,38.74,0
uvig_205563.fasta,69.85,0
uvig_20557.fasta,100,0
uvig_205571.fasta,54.62,0
uvig_205573.fasta,44.99,0
uvig_205574.fasta,56.64,0
uvig_205576.fasta,27.44,0
uvig_205582.fasta,44.39,0
uvig_205586.fasta,31.32,0
uvig_205587.fasta,12.72,33.79
uvig_205589.fasta,33.58,0
uvig_20559.fasta,100,0
uvig_205596.fasta,10.85,0
uvig_205599.fasta,29.85,0
uvig_20560.fasta,45.22,7.35
uvig_205600.fasta,79.91,0
uvig_205601.fasta,4.94,0
uvig_205602.fasta,20.63,0
uvig_205606.fasta,18.66,0
uvig_205607.fasta,12.12,0
uvig_205608.fasta,50.65,0
uvig_20563.fasta,85.57,0
uvig_20565.fasta,96.78,0
uvig_205654.fasta,100,0
uvig_205655.fasta,72.9,0
uvig_205656.fasta,94.34,0
uvig_205657.fasta,80.21,0
uvig_205658.fasta,100,0
uvig_205663.fasta,86.45,0
uvig_205664.fasta,92.98,0
uvig_205667.fasta,53.72,0
uvig_205668.fasta,58.82,0
uvig_205671.fasta,27.47,0
uvig_205674.fasta,87.02,0
uvig_205675.fasta,90.93,0
uvig_205676.fasta,100,0
uvig_205677.fasta,86.78,0
uvig_205678.fasta,100,0
uvig_20568.fasta,44.4,22.09
uvig_205680.fasta,13.81,0
uvig_205681.fasta,100,0
uvig_205683.fasta,0,0
uvig_2057.fasta,24.8,0
uvig_20570.fasta,57.38,0
uvig_205705.fasta,100,38.42
uvig_205706.fasta,96.85,0
uvig_205707.fasta,58.23,0
uvig_205710.fasta,94.28,51.15
uvig_205711.fasta,37.5,0
uvig_205713.fasta,66.96,19
uvig_205714.fasta,99.55,0
uvig_205716.fasta,67.2,0
uvig_20572.fasta,57.69,0
uvig_205721.fasta,99.55,0
uvig_205722.fasta,77.83,0
uvig_205723.fasta,64.77,0
uvig_205724.fasta,73.12,0
uvig_205726.fasta,72.46,0
uvig_205727.fasta,75.83,0
uvig_205729.fasta,59.54,0
uvig_205737.fasta,22.26,49.74
uvig_205738.fasta,10.65,0
uvig_20574.fasta,47.28,0
uvig_205740.fasta,23.23,0
uvig_205742.fasta,43.28,0
uvig_205749.fasta,32.36,0
uvig_205750.fasta,34.97,0
uvig_20580.fasta,21.71,33.02
uvig_205806.fasta,63.2,0
uvig_205809.fasta,66.66,0
uvig_20581.fasta,30.73,17.02
uvig_205815.fasta,58.39,0
uvig_20582.fasta,100,0
uvig_205826.fasta,72.82,40.13
uvig_205829.fasta,29.58,0
uvig_20583.fasta,36.05,0
uvig_205831.fasta,39.25,0
uvig_205833.fasta,100,0
uvig_205844.fasta,0,0
uvig_205846.fasta,0,0
uvig_205889.fasta,98.91,0
uvig_205890.fasta,45.29,74.63
uvig_205891.fasta,100,5.12
uvig_205894.fasta,100,6.62
uvig_205895.fasta,95.11,19.31
uvig_205898.fasta,100,14.37
uvig_205899.fasta,100,8.41
uvig_2059.fasta,9.7,0
uvig_205901.fasta,99.73,14.09
uvig_205904.fasta,49.5,34.21
uvig_205909.fasta,83.45,0
uvig_205913.fasta,45.61,0
uvig_205916.fasta,16.34,53.41
uvig_205925.fasta,99.25,0
uvig_205931.fasta,41.72,0
uvig_205933.fasta,26.55,0
uvig_205942.fasta,27.35,0
uvig_205988.fasta,100,0
uvig_205989.fasta,100,0
uvig_205999.fasta,100,0
uvig_206000.fasta,96.88,0
uvig_206001.fasta,85.66,0
uvig_206002.fasta,95.16,4.66
uvig_206007.fasta,59.14,39.5
uvig_206008.fasta,80.55,0
uvig_20601.fasta,100,0
uvig_206011.fasta,53.3,32.08
uvig_206016.fasta,96.38,0
uvig_206018.fasta,100,0
uvig_206020.fasta,96.6,0
uvig_206021.fasta,100,0
uvig_206023.fasta,62.65,0
uvig_206026.fasta,47.98,0
uvig_20603.fasta,26.44,0
uvig_206033.fasta,100,9.19
uvig_206037.fasta,72.06,0
uvig_206038.fasta,57.65,4.1
uvig_206043.fasta,92.73,0
uvig_206050.fasta,100,0
uvig_206051.fasta,49.2,22.07
uvig_206053.fasta,68.89,5.72
uvig_206054.fasta,75.54,0
uvig_206058.fasta,98.23,0
uvig_206062.fasta,29.96,0
uvig_206065.fasta,100,0
uvig_206067.fasta,38.84,0
uvig_206068.fasta,51.65,0
uvig_206074.fasta,55.99,0
uvig_206075.fasta,39.86,0
uvig_206076.fasta,38.17,0
uvig_206080.fasta,33.17,0
uvig_206092.fasta,28.88,0
uvig_206094.fasta,72.95,0
uvig_2061.fasta,91.57,23.16
uvig_20610.fasta,35.49,0
uvig_206100.fasta,16.26,36.1
uvig_206101.fasta,22.98,0
uvig_206108.fasta,8.21,0
uvig_20611.fasta,22.62,0
uvig_206126.fasta,48.76,0
uvig_20613.fasta,97.88,0
uvig_20614.fasta,98.62,0
uvig_206142.fasta,80.76,0
uvig_206145.fasta,54.33,0
uvig_206147.fasta,54.7,0
uvig_206148.fasta,24.82,0
uvig_20615.fasta,0,0
uvig_206150.fasta,60.26,0
uvig_206152.fasta,27.36,0
uvig_206156.fasta,22.4,0
uvig_206158.fasta,20.01,33.6
uvig_206159.fasta,11.43,0
uvig_206160.fasta,100,0
uvig_206175.fasta,53.09,0
uvig_206176.fasta,86.59,30
uvig_206179.fasta,21.28,2.65
uvig_206180.fasta,77.42,0
uvig_206182.fasta,70.06,0
uvig_206184.fasta,54.05,38.06
uvig_206186.fasta,48.79,0
uvig_206188.fasta,34.55,0
uvig_206189.fasta,23.63,0
uvig_206190.fasta,55.32,0
uvig_206191.fasta,18.46,0
uvig_206192.fasta,51.64,0
uvig_206193.fasta,45.02,0
uvig_206194.fasta,36.18,0
uvig_206199.fasta,36.38,0
uvig_206200.fasta,31.69,0
uvig_206202.fasta,19.63,29.12
uvig_206203.fasta,30.29,0
uvig_206205.fasta,34.56,0
uvig_206207.fasta,5.07,20.57
uvig_206209.fasta,34.76,0
uvig_20623.fasta,100,0
uvig_20624.fasta,36.86,0
uvig_206241.fasta,100,0
uvig_206243.fasta,69,0
uvig_206253.fasta,80.63,37.9
uvig_206254.fasta,70.1,3.93
uvig_206255.fasta,27.58,0
uvig_206256.fasta,100,0
uvig_206257.fasta,17.51,28.91
uvig_206274.fasta,25.1,0
uvig_206279.fasta,0,0
uvig_20629.fasta,17.01,11.52
uvig_206301.fasta,100,0
uvig_206302.fasta,100,39.98
uvig_206306.fasta,56.04,0
uvig_206307.fasta,100,32.66
uvig_206308.fasta,74.8,0
uvig_206313.fasta,100,12.7
uvig_206316.fasta,30.4,0
uvig_206317.fasta,99.13,8.38
uvig_206320.fasta,83.44,18.64
uvig_206322.fasta,92.98,6.07
uvig_206323.fasta,100,10.14
uvig_206326.fasta,80.03,25.94
uvig_206331.fasta,45.04,0
uvig_206336.fasta,71.56,0
uvig_20634.fasta,44.17,0
uvig_206346.fasta,42.95,0
uvig_206347.fasta,70.06,0
uvig_206351.fasta,56.69,0
uvig_206352.fasta,57.16,0
uvig_206353.fasta,29.69,34.22
uvig_206354.fasta,14.4,0
uvig_206356.fasta,63.86,0
uvig_206361.fasta,42.05,0
uvig_206362.fasta,12.91,0
uvig_206367.fasta,48.6,0
uvig_206370.fasta,24.12,0
uvig_206371.fasta,24.97,0
uvig_206380.fasta,24.34,0
uvig_206384.fasta,35.21,0
uvig_206385.fasta,32.69,0
uvig_206389.fasta,28.3,0
uvig_206394.fasta,16.12,0
uvig_206443.fasta,57.8,0
uvig_206444.fasta,50.71,0
uvig_206446.fasta,37.25,0
uvig_206457.fasta,80.57,0
uvig_206461.fasta,50.63,0
uvig_206462.fasta,79.26,0
uvig_206463.fasta,100,0
uvig_206465.fasta,100,0
uvig_206468.fasta,18.18,0
uvig_206469.fasta,21.88,75.1
uvig_206470.fasta,95.01,0
uvig_206472.fasta,100,42.33
uvig_206474.fasta,98.81,0
uvig_206475.fasta,17.69,47.06
uvig_206482.fasta,37.58,0
uvig_206488.fasta,29.64,0
uvig_206489.fasta,100,0
uvig_206490.fasta,53.23,0
uvig_206492.fasta,36.63,0
uvig_206497.fasta,32.31,0
uvig_206498.fasta,36.27,0
uvig_206499.fasta,30.75,0
uvig_2065.fasta,19.47,41.68
uvig_206500.fasta,13.89,0
uvig_206501.fasta,13.75,0
uvig_206502.fasta,13.69,0
uvig_206504.fasta,59.05,0
uvig_206517.fasta,100,0
uvig_206518.fasta,100,0
uvig_206519.fasta,100,0
uvig_20652.fasta,11.96,0
uvig_206520.fasta,100,0
uvig_206522.fasta,100,29.5
uvig_206523.fasta,100,36.08
uvig_206524.fasta,51.62,26.69
uvig_206527.fasta,100,6.85
uvig_206530.fasta,99.29,4.67
uvig_206531.fasta,87.14,0
uvig_206534.fasta,41.84,0
uvig_206538.fasta,79.5,0
uvig_206542.fasta,48.61,15.73
uvig_206546.fasta,75.43,0
uvig_206547.fasta,59.65,0
uvig_206552.fasta,15.98,0
uvig_206553.fasta,56.4,0
uvig_206556.fasta,46.27,0
uvig_206558.fasta,45.88,0
uvig_206559.fasta,40.84,0
uvig_206560.fasta,44.78,0
uvig_206562.fasta,40.11,0
uvig_206566.fasta,40.44,0
uvig_206567.fasta,27.69,0
uvig_206573.fasta,49.89,0
uvig_206576.fasta,17.21,0
uvig_206579.fasta,43.1,4.79
uvig_206580.fasta,32.21,0
uvig_206581.fasta,39.19,0
uvig_206583.fasta,35.31,0
uvig_206584.fasta,14.49,0
uvig_206585.fasta,21.69,0
uvig_206586.fasta,32.99,0
uvig_206588.fasta,7.21,0
uvig_206590.fasta,10.62,20.8
uvig_206592.fasta,4.54,0
uvig_206593.fasta,18.38,0
uvig_206598.fasta,17.38,0
uvig_20661.fasta,41.57,0
uvig_20662.fasta,100,0
uvig_20663.fasta,81.77,0
uvig_206636.fasta,100,0
uvig_206649.fasta,76.62,0
uvig_206650.fasta,40.32,0
uvig_206651.fasta,46.34,0
uvig_206653.fasta,100,0
uvig_206654.fasta,77.56,0
uvig_206655.fasta,65.94,0
uvig_206657.fasta,100,0
uvig_206658.fasta,48.88,0
uvig_206664.fasta,22.79,0
uvig_206665.fasta,29.03,0
uvig_206667.fasta,71.21,0
uvig_206671.fasta,100,0
uvig_206672.fasta,100,17.75
uvig_206673.fasta,60.53,0
uvig_206674.fasta,100,0
uvig_206675.fasta,39.93,0
uvig_206677.fasta,73.28,0
uvig_206679.fasta,0,0
uvig_206680.fasta,40.83,0
uvig_206682.fasta,27.4,0
uvig_206712.fasta,100,0
uvig_206713.fasta,100,0
uvig_206714.fasta,100,0
uvig_206716.fasta,100,0
uvig_206717.fasta,100,0
uvig_206718.fasta,100,0
uvig_206719.fasta,98.1,0
uvig_206722.fasta,100,0
uvig_206723.fasta,52.12,0
uvig_206724.fasta,99.74,0
uvig_206725.fasta,97.6,0
uvig_206729.fasta,100,7.13
uvig_206730.fasta,100,0
uvig_206731.fasta,93.41,0
uvig_206734.fasta,27.18,10.69
uvig_206736.fasta,42.05,44.44
uvig_206738.fasta,69.24,0
uvig_206741.fasta,76.26,0
uvig_206743.fasta,100,0
uvig_206745.fasta,29.23,0
uvig_206746.fasta,85.78,0
uvig_206747.fasta,74.5,0
uvig_206748.fasta,93.92,0
uvig_20675.fasta,100,0
uvig_206750.fasta,100,0
uvig_206752.fasta,95.16,32.19
uvig_206754.fasta,100,0
uvig_206755.fasta,94.64,0
uvig_206758.fasta,49.64,24.62
uvig_206761.fasta,82.78,0
uvig_206762.fasta,97.57,0
uvig_206763.fasta,68.52,0
uvig_206770.fasta,64.04,0
uvig_206774.fasta,57.07,0
uvig_206776.fasta,12.32,0
uvig_206777.fasta,49.55,0
uvig_206779.fasta,17.55,30
uvig_206780.fasta,30.14,0
uvig_206782.fasta,47.22,0
uvig_206785.fasta,34.67,0
uvig_206789.fasta,52.18,0
uvig_206790.fasta,73.5,0
uvig_206793.fasta,40.65,0
uvig_206795.fasta,21.97,0
uvig_206797.fasta,20.82,0
uvig_206799.fasta,27.85,0
uvig_20680.fasta,37.6,0
uvig_206802.fasta,20.26,0
uvig_206805.fasta,24.45,0
uvig_206809.fasta,24.4,0
uvig_206812.fasta,18,0
uvig_206814.fasta,56.42,0
uvig_20682.fasta,34.21,0
uvig_206868.fasta,100,0
uvig_206869.fasta,100,0
uvig_206870.fasta,100,24.18
uvig_206871.fasta,100,0
uvig_206874.fasta,42.69,0
uvig_206878.fasta,37.61,0
uvig_206879.fasta,36.36,0
uvig_206894.fasta,77.73,0
uvig_206901.fasta,42.93,0
uvig_206902.fasta,0,0
uvig_206908.fasta,100,0
uvig_20691.fasta,90.22,0
uvig_206910.fasta,26.18,0
uvig_206911.fasta,85.47,0
uvig_206912.fasta,46.49,0
uvig_206918.fasta,17.53,0
uvig_20692.fasta,100,0
uvig_206923.fasta,100,0
uvig_206925.fasta,100,0
uvig_206926.fasta,100,0
uvig_206927.fasta,100,0
uvig_206928.fasta,100,21.13
uvig_206929.fasta,81.89,0
uvig_20693.fasta,94.57,0
uvig_206930.fasta,96.92,0
uvig_206931.fasta,100,17.65
uvig_206932.fasta,59.44,0
uvig_206935.fasta,94.06,0
uvig_20694.fasta,65.98,0
uvig_206947.fasta,68.13,0
uvig_206948.fasta,100,7.71
uvig_206950.fasta,100,7.86
uvig_206951.fasta,89.01,0
uvig_206952.fasta,99.67,0
uvig_206953.fasta,34.66,0
uvig_206958.fasta,74.36,0
uvig_206961.fasta,100,18.81
uvig_206966.fasta,37.28,21.74
uvig_206967.fasta,94.54,0
uvig_206976.fasta,45.75,0
uvig_206978.fasta,50.99,0
uvig_206980.fasta,53.21,0
uvig_206985.fasta,33.35,0
uvig_206986.fasta,58.36,0
uvig_206988.fasta,36.61,27.47
uvig_206989.fasta,59.62,0
uvig_206991.fasta,58.8,0
uvig_206992.fasta,42.45,0
uvig_206995.fasta,38.03,0
uvig_206996.fasta,43.77,0
uvig_206997.fasta,26.16,0
uvig_206999.fasta,28.73,0
uvig_207000.fasta,30.53,0
uvig_207003.fasta,37.55,0
uvig_207005.fasta,20.54,0
uvig_207010.fasta,24.72,0
uvig_207012.fasta,21.17,0
uvig_207013.fasta,16.6,0
uvig_207015.fasta,20.59,0
uvig_20702.fasta,98.49,19.28
uvig_20703.fasta,60.03,0
uvig_20704.fasta,66.07,24.7
uvig_207066.fasta,11.87,0
uvig_207068.fasta,43.27,0
uvig_207069.fasta,100,0
uvig_207070.fasta,100,0
uvig_207072.fasta,95.38,0
uvig_207081.fasta,100,0
uvig_207082.fasta,100,0
uvig_207083.fasta,68.55,0
uvig_207084.fasta,60.87,0
uvig_207085.fasta,100,0
uvig_207086.fasta,38.12,0
uvig_207103.fasta,100,0
uvig_207104.fasta,100,0
uvig_207105.fasta,100,0
uvig_207106.fasta,100,0
uvig_207108.fasta,97.18,0
uvig_207110.fasta,76.47,0
uvig_207111.fasta,100,0
uvig_207112.fasta,37.41,0
uvig_207113.fasta,92.28,15.43
uvig_207115.fasta,86.18,0
uvig_207118.fasta,100,0
uvig_20712.fasta,34.34,0
uvig_207123.fasta,87.26,0
uvig_207127.fasta,42.31,0
uvig_207129.fasta,85.99,0
uvig_207132.fasta,65.48,0
uvig_207135.fasta,38.75,0
uvig_207140.fasta,32.86,0
uvig_207150.fasta,29.64,0
uvig_207153.fasta,12.76,0
uvig_207188.fasta,43,0
uvig_207196.fasta,20.85,0
uvig_207197.fasta,59.66,0
uvig_207198.fasta,46.34,0
uvig_207199.fasta,25.98,0
uvig_2072.fasta,91.31,0
uvig_207200.fasta,58.25,0
uvig_207203.fasta,88.52,0
uvig_207204.fasta,53.77,0
uvig_207207.fasta,75.35,22.01
uvig_207210.fasta,53.45,0
uvig_207211.fasta,24.07,0
uvig_207213.fasta,24.66,19.47
uvig_207215.fasta,92.63,0
uvig_207216.fasta,68.96,0
uvig_207220.fasta,100,0
uvig_207222.fasta,99.15,0
uvig_207223.fasta,100,0
uvig_207224.fasta,24.24,0
uvig_207228.fasta,12.61,0
uvig_207229.fasta,34.87,0
uvig_207230.fasta,7.09,0
uvig_207249.fasta,100,0
uvig_207250.fasta,51.98,0
uvig_207251.fasta,100,0
uvig_207252.fasta,100,0
uvig_207253.fasta,98.59,0
uvig_207255.fasta,54.44,22.61
uvig_207257.fasta,34.32,12.79
uvig_207258.fasta,95.07,16.69
uvig_207259.fasta,92,0
uvig_207260.fasta,34.94,0
uvig_207265.fasta,68.35,17.65
uvig_207266.fasta,58.56,0
uvig_207267.fasta,69.46,28.99
uvig_207268.fasta,90.21,21.33
uvig_207269.fasta,72.59,41.23
uvig_207270.fasta,90.63,0
uvig_207271.fasta,88.34,24.71
uvig_207272.fasta,70.33,35.94
uvig_207273.fasta,59.35,0
uvig_207275.fasta,57.75,29.47
uvig_207277.fasta,100,0
uvig_207280.fasta,100,0
uvig_207282.fasta,86.3,0
uvig_207284.fasta,45.95,43.59
uvig_207285.fasta,71.56,0
uvig_207286.fasta,73.35,0
uvig_207287.fasta,74.38,0
uvig_207288.fasta,45.77,0
uvig_207291.fasta,34.31,0
uvig_207292.fasta,49.29,0
uvig_207293.fasta,49.71,0
uvig_207294.fasta,43.72,0
uvig_207295.fasta,48.14,0
uvig_207301.fasta,20.48,0
uvig_207302.fasta,51.88,0
uvig_207303.fasta,52.37,0
uvig_207306.fasta,43.14,0
uvig_207309.fasta,48.3,0
uvig_20731.fasta,62.18,0
uvig_207314.fasta,94.8,0
uvig_207316.fasta,40.01,0
uvig_207317.fasta,22.48,26.56
uvig_207319.fasta,16.41,0
uvig_207321.fasta,32.14,0
uvig_207324.fasta,27.89,0
uvig_207325.fasta,13.55,0
uvig_207364.fasta,39.46,0
uvig_207367.fasta,31.29,0
uvig_20737.fasta,88,0
uvig_207377.fasta,100,0
uvig_207378.fasta,50.49,0
uvig_207380.fasta,18.75,0
uvig_207381.fasta,73.59,0
uvig_207382.fasta,30.7,0
uvig_207386.fasta,64.66,0
uvig_207388.fasta,31.72,0
uvig_207391.fasta,100,0
uvig_207392.fasta,100,0
uvig_207393.fasta,98.79,0
uvig_207394.fasta,99.8,0
uvig_207396.fasta,100,0
uvig_207399.fasta,76.7,0
uvig_20742.fasta,98.78,0
uvig_20744.fasta,51.68,0
uvig_207441.fasta,100,0
uvig_207442.fasta,100,0
uvig_207443.fasta,100,0
uvig_207444.fasta,100,0
