"","Accession","bac.host","total.ParS.hits","pos.ParS.hit"
"5235","MG189906","Actinomycetota",0,0
"5236","MG197810","Actinomycetota",0,0
"5237","MG197996","Actinomycetota",0,0
"5238","MG198776","Pseudomonadota",0,0
"5239","MG198777","Pseudomonadota",0,0
"5240","MG198778","Pseudomonadota",0,0
"5241","MG198779","Pseudomonadota",1,1
"5242","MG198780","Pseudomonadota",0,0
"5243","MG198781","Pseudomonadota",0,0
"5244","MG198782","Pseudomonadota",0,0
"5245","MG198783","Pseudomonadota",0,0
"5246","MG198784","Pseudomonadota",0,0
"5247","MG198785","Pseudomonadota",0,0
"5248","MG201401","Actinomycetota",0,0
"5249","MG208881","Actinomycetota",0,0
"5250","MG210949","Pseudomonadota",1,1
"5251","MG214783","Actinomycetota",0,0
"5252","MG241338","Actinomycetota",0,0
"5253","MG250483","Actinomycetota",0,0
"5254","MG250484","Actinomycetota",0,0
"5255","MG250485","Actinomycetota",0,0
"5256","MG251388","Actinomycetota",0,0
"5257","MG251390","Actinomycetota",0,0
"5258","MG251391","Actinomycetota",0,0
"5259","MG251392","Actinomycetota",0,0
"5260","MG252615","Actinomycetota",0,0
"5261","MG252693","Pseudomonadota",0,0
"5262","MG253647","Pseudomonadota",0,0
"5263","MG253648","Pseudomonadota",0,0
"5264","MG253649","Pseudomonadota",0,0
"5265","MG253651","Pseudomonadota",0,0
"5266","MG253652","Pseudomonadota",0,0
"5267","MG253653","Pseudomonadota",0,0
"5268","MG264739","Pseudomonadota",0,0
"5269","MG266157","Actinomycetota",0,0
"5270","MG271909","Pseudomonadota",0,0
"5271","MG280946","Actinomycetota",0,0
"5272","MG298964","Pseudomonadota",0,0
"5273","MG324353","Pseudomonadota",0,0
"5274","MG324354","Pseudomonadota",0,0
"5275","MG366114","Actinomycetota",0,0
"5276","MG366115","Actinomycetota",0,0
"5277","MG383452","Actinomycetota",0,0
"5278","MG387042","Actinomycetota",0,0
"5279","MG407615","Actinomycetota",0,0
"5280","MG428990","Actinomycetota",0,0
"5281","MG428991","Actinomycetota",0,0
"5282","MG428992","Actinomycetota",0,0
"5283","MG432137","Actinomycetota",0,0
"5284","MG432151","Actinomycetota",0,0
"5285","MG450654","Pseudomonadota",0,0
"5286","MG459218","Actinomycetota",0,0
"5287","MG459987","Actinomycetota",0,0
"5288","MG471392","Actinomycetota",0,0
"5289","MG488277","Actinomycetota",0,0
"5290","MG515223","Pseudomonadota",0,0
"5291","MG518519","Pseudomonadota",0,0
"5292","MG518520","Pseudomonadota",0,0
"5293","MG545917","Actinomycetota",0,0
"5294","MG552615","Actinomycetota",0,0
"5295","MG557619","Pseudomonadota",0,0
"5296","MG557979","Pseudomonadota",3,1
"5297","MG563770","Actinomycetota",0,0
"5298","MG564297","Pseudomonadota",0,0
"5299","MG575418","Actinomycetota",0,0
"5300","MG575419","Actinomycetota",0,0
"5301","MG575420","Actinomycetota",0,0
"5302","MG575421","Actinomycetota",0,0
"5303","MG581355","Actinomycetota",0,0
"5304","MG584725","Pseudomonadota",0,0
"5305","MG589384","Actinomycetota",0,0
"5306","MG589385","Actinomycetota",0,0
"5307","MG589386","Actinomycetota",0,0
"5308","MG589387","Actinomycetota",0,0
"5309","MG592390","Actinomycetota",0,0
"5310","MG592391","Actinomycetota",0,0
"5311","MG592392","Actinomycetota",0,0
"5312","MG592393","Actinomycetota",0,0
"5313","MG592394","Actinomycetota",0,0
"5314","MG592395","Actinomycetota",0,0
"5315","MG592397","Actinomycetota",0,0
"5316","MG592398","Actinomycetota",0,0
"5317","MG592399","Actinomycetota",0,0
"5318","MG592400","Actinomycetota",0,0
"5319","MG592401","Actinomycetota",0,0
"5320","MG592402","Actinomycetota",0,0
"5321","MG592403","Actinomycetota",0,0
"5322","MG592404","Actinomycetota",0,0
"5323","MG592405","Actinomycetota",0,0
"5324","MG592406","Actinomycetota",0,0
"5325","MG592407","Actinomycetota",0,0
"5326","MG592408","Actinomycetota",0,0
"5327","MG592409","Actinomycetota",0,0
"5328","MG592410","Actinomycetota",0,0
"5329","MG592411","Actinomycetota",0,0
"5330","MG592412","Actinomycetota",0,0
"5331","MG592413","Actinomycetota",0,0
"5332","MG592414","Actinomycetota",0,0
"5333","MG592415","Actinomycetota",0,0
"5334","MG592416","Actinomycetota",0,0
"5335","MG592417","Actinomycetota",0,0
"5336","MG592418","Actinomycetota",0,0
"5337","MG592419","Actinomycetota",0,0
"5338","MG592420","Actinomycetota",0,0
"5339","MG592421","Actinomycetota",0,0
"5340","MG592422","Actinomycetota",0,0
"5341","MG592423","Actinomycetota",0,0
"5342","MG592425","Actinomycetota",0,0
"5343","MG592427","Actinomycetota",0,0
"5344","MG592428","Actinomycetota",0,0
"5345","MG592429","Actinomycetota",0,0
"5346","MG592431","Actinomycetota",0,0
"5347","MG592432","Actinomycetota",0,0
"5348","MG592433","Actinomycetota",0,0
"5349","MG592434","Actinomycetota",0,0
"5350","MG592435","Actinomycetota",0,0
"5351","MG592436","Actinomycetota",0,0
"5352","MG592438","Actinomycetota",0,0
"5353","MG592439","Actinomycetota",0,0
"5354","MG592441","Actinomycetota",0,0
"5355","MG592442","Actinomycetota",0,0
"5356","MG592443","Actinomycetota",0,0
"5357","MG592444","Actinomycetota",0,0
"5358","MG592445","Actinomycetota",0,0
"5359","MG592447","Actinomycetota",0,0
"5360","MG592448","Actinomycetota",0,0
"5361","MG592449","Actinomycetota",0,0
"5362","MG592450","Actinomycetota",0,0
"5363","MG592451","Actinomycetota",0,0
"5364","MG592452","Actinomycetota",0,0
"5365","MG592453","Actinomycetota",0,0
"5366","MG592454","Actinomycetota",0,0
"5367","MG592455","Actinomycetota",0,0
"5368","MG592456","Actinomycetota",0,0
"5369","MG592457","Actinomycetota",0,0
"5370","MG592458","Actinomycetota",0,0
"5371","MG592459","Actinomycetota",0,0
"5372","MG592460","Actinomycetota",0,0
"5373","MG592461","Actinomycetota",0,0
"5374","MG592462","Actinomycetota",0,0
"5375","MG592463","Actinomycetota",0,0
"5376","MG592464","Actinomycetota",0,0
"5377","MG592465","Actinomycetota",0,0
"5378","MG592466","Actinomycetota",0,0
"5379","MG592467","Actinomycetota",0,0
"5380","MG592468","Actinomycetota",0,0
"5381","MG592470","Actinomycetota",0,0
"5382","MG592471","Actinomycetota",0,0
"5383","MG592472","Actinomycetota",0,0
"5384","MG592473","Actinomycetota",0,0
"5385","MG592475","Actinomycetota",0,0
"5386","MG592476","Actinomycetota",0,0
"5387","MG592477","Actinomycetota",0,0
"5388","MG592478","Actinomycetota",0,0
"5389","MG592482","Actinomycetota",0,0
"5390","MG592483","Actinomycetota",0,0
"5391","MG592484","Actinomycetota",0,0
"5392","MG592485","Actinomycetota",0,0
"5393","MG592486","Actinomycetota",0,0
"5394","MG592487","Actinomycetota",0,0
"5395","MG592488","Actinomycetota",0,0
"5396","MG592489","Actinomycetota",0,0
"5397","MG592490","Actinomycetota",0,0
"5398","MG592491","Actinomycetota",0,0
"5399","MG592492","Actinomycetota",0,0
"5400","MG592493","Actinomycetota",0,0
"5401","MG592494","Actinomycetota",0,0
"5402","MG592495","Actinomycetota",0,0
"5403","MG592496","Actinomycetota",0,0
"5404","MG592497","Actinomycetota",0,0
"5405","MG592498","Actinomycetota",0,0
"5406","MG592499","Actinomycetota",0,0
"5407","MG592501","Actinomycetota",0,0
"5408","MG592502","Actinomycetota",0,0
"5409","MG592503","Actinomycetota",0,0
"5410","MG592504","Actinomycetota",0,0
"5411","MG592505","Actinomycetota",0,0
"5412","MG592506","Actinomycetota",0,0
"5413","MG592507","Actinomycetota",0,0
"5414","MG592508","Actinomycetota",0,0
"5415","MG592509","Actinomycetota",0,0
"5416","MG592510","Actinomycetota",0,0
"5417","MG592511","Actinomycetota",0,0
"5418","MG592513","Actinomycetota",0,0
"5419","MG592514","Actinomycetota",0,0
"5420","MG592515","Actinomycetota",0,0
"5421","MG592516","Actinomycetota",0,0
"5422","MG592517","Actinomycetota",0,0
"5423","MG592518","Actinomycetota",0,0
"5424","MG592519","Actinomycetota",0,0
"5425","MG592520","Actinomycetota",0,0
"5426","MG592521","Actinomycetota",0,0
"5427","MG592522","Actinomycetota",0,0
"5428","MG592523","Actinomycetota",0,0
"5429","MG592524","Actinomycetota",0,0
"5430","MG592525","Actinomycetota",0,0
"5431","MG592526","Actinomycetota",0,0
"5432","MG592527","Actinomycetota",0,0
"5433","MG592528","Actinomycetota",0,0
"5434","MG592529","Actinomycetota",0,0
"5435","MG592530","Actinomycetota",0,0
"5436","MG592531","Actinomycetota",0,0
"5437","MG592532","Actinomycetota",0,0
"5438","MG592533","Actinomycetota",0,0
"5439","MG592534","Actinomycetota",0,0
"5440","MG592535","Actinomycetota",0,0
"5441","MG592536","Actinomycetota",0,0
"5442","MG592537","Actinomycetota",0,0
"5443","MG592538","Actinomycetota",0,0
"5444","MG592539","Actinomycetota",0,0
"5445","MG592540","Actinomycetota",0,0
"5446","MG592541","Actinomycetota",0,0
"5447","MG592542","Actinomycetota",0,0
"5448","MG592543","Actinomycetota",0,0
"5449","MG592544","Actinomycetota",0,0
"5450","MG592545","Actinomycetota",0,0
"5451","MG592546","Actinomycetota",0,0
"5452","MG592547","Actinomycetota",0,0
"5453","MG592548","Actinomycetota",0,0
"5454","MG592549","Actinomycetota",0,0
"5455","MG592550","Actinomycetota",0,0
"5456","MG592551","Actinomycetota",0,0
"5457","MG592552","Actinomycetota",0,0
"5458","MG592553","Actinomycetota",0,0
"5459","MG592554","Actinomycetota",0,0
"5460","MG592555","Actinomycetota",0,0
"5461","MG592556","Actinomycetota",0,0
"5462","MG592557","Actinomycetota",0,0
"5463","MG592558","Actinomycetota",0,0
"5464","MG592559","Actinomycetota",0,0
"5465","MG592560","Actinomycetota",0,0
"5466","MG592561","Actinomycetota",0,0
"5467","MG592562","Actinomycetota",0,0
"5468","MG592563","Actinomycetota",0,0
"5469","MG592564","Actinomycetota",0,0
"5470","MG592565","Actinomycetota",0,0
"5471","MG592566","Actinomycetota",0,0
"5472","MG592567","Actinomycetota",0,0
"5473","MG592568","Actinomycetota",0,0
"5474","MG592569","Actinomycetota",0,0
"5475","MG592570","Actinomycetota",0,0
"5476","MG592571","Actinomycetota",0,0
"5477","MG592572","Actinomycetota",0,0
"5478","MG592573","Actinomycetota",0,0
"5479","MG592574","Actinomycetota",0,0
"5480","MG592575","Actinomycetota",0,0
"5481","MG592576","Actinomycetota",0,0
"5482","MG592577","Actinomycetota",0,0
"5483","MG592578","Actinomycetota",0,0
"5484","MG592579","Actinomycetota",0,0
"5485","MG592580","Actinomycetota",0,0
"5486","MG592581","Actinomycetota",0,0
"5487","MG592582","Actinomycetota",0,0
"5488","MG592583","Actinomycetota",0,0
"5489","MG592584","Actinomycetota",0,0
"5490","MG592585","Actinomycetota",0,0
"5491","MG592586","Actinomycetota",0,0
"5492","MG592587","Actinomycetota",0,0
"5493","MG592588","Actinomycetota",0,0
"5494","MG592589","Actinomycetota",0,0
"5495","MG592590","Actinomycetota",0,0
"5496","MG592591","Actinomycetota",0,0
"5497","MG592592","Actinomycetota",0,0
"5498","MG592593","Actinomycetota",0,0
"5499","MG592594","Actinomycetota",0,0
"5500","MG592595","Actinomycetota",0,0
"5501","MG592596","Actinomycetota",0,0
"5502","MG592597","Actinomycetota",0,0
"5503","MG592598","Actinomycetota",0,0
"5504","MG592599","Actinomycetota",0,0
"5505","MG592600","Actinomycetota",0,0
"5506","MG592601","Actinomycetota",0,0
"5507","MG592602","Actinomycetota",0,0
"5508","MG592603","Actinomycetota",0,0
"5509","MG592604","Actinomycetota",0,0
"5510","MG592605","Actinomycetota",0,0
"5511","MG592606","Actinomycetota",0,0
"5512","MG592607","Actinomycetota",0,0
"5513","MG592608","Actinomycetota",0,0
"5514","MG592609","Actinomycetota",0,0
"5515","MG592610","Actinomycetota",0,0
"5516","MG592611","Actinomycetota",0,0
"5517","MG592612","Actinomycetota",0,0
"5518","MG592613","Actinomycetota",0,0
"5519","MG592614","Actinomycetota",0,0
"5520","MG592615","Actinomycetota",0,0
"5521","MG592617","Actinomycetota",0,0
"5522","MG592618","Actinomycetota",0,0
"5523","MG592619","Actinomycetota",0,0
"5524","MG592620","Actinomycetota",0,0
"5525","MG592621","Actinomycetota",0,0
"5526","MG592622","Actinomycetota",0,0
"5527","MG592623","Actinomycetota",0,0
"5528","MG592625","Actinomycetota",0,0
"5529","MG592626","Actinomycetota",0,0
"5530","MG592627","Actinomycetota",0,0
"5531","MG592628","Actinomycetota",0,0
"5532","MG592629","Actinomycetota",0,0
"5533","MG592630","Actinomycetota",0,0
"5534","MG592631","Actinomycetota",0,0
"5535","MG592632","Actinomycetota",0,0
"5536","MG592633","Actinomycetota",0,0
"5537","MG592634","Actinomycetota",0,0
"5538","MG592635","Actinomycetota",0,0
"5539","MG592636","Actinomycetota",0,0
"5540","MG592637","Actinomycetota",0,0
"5541","MG592638","Actinomycetota",0,0
"5542","MG592639","Actinomycetota",0,0
"5543","MG592640","Actinomycetota",0,0
"5544","MG592641","Actinomycetota",0,0
"5545","MG592642","Actinomycetota",0,0
"5546","MG592643","Actinomycetota",0,0
"5547","MG592644","Actinomycetota",0,0
"5548","MG592645","Actinomycetota",0,0
"5549","MG592646","Actinomycetota",0,0
"5550","MG592647","Actinomycetota",0,0
"5551","MG592648","Actinomycetota",0,0
"5552","MG592649","Actinomycetota",0,0
"5553","MG592650","Actinomycetota",0,0
"5554","MG592651","Actinomycetota",0,0
"5555","MG592652","Actinomycetota",0,0
"5556","MG592653","Actinomycetota",0,0
"5557","MG592654","Actinomycetota",0,0
"5558","MG592655","Actinomycetota",0,0
"5559","MG592656","Actinomycetota",0,0
"5560","MG592657","Actinomycetota",0,0
"5561","MG592658","Actinomycetota",0,0
"5562","MG592659","Actinomycetota",0,0
"5563","MG592660","Actinomycetota",0,0
"5564","MG592661","Actinomycetota",0,0
"5565","MG592662","Actinomycetota",0,0
"5566","MG592664","Actinomycetota",0,0
"5567","MG592665","Actinomycetota",0,0
"5568","MG592666","Actinomycetota",0,0
"5569","MG592667","Actinomycetota",0,0
"5570","MG592668","Actinomycetota",0,0
"5571","MG592669","Actinomycetota",0,0
"5572","MG592670","Actinomycetota",0,0
"5573","MG592671","Actinomycetota",0,0
"5574","MG592672","Actinomycetota",0,0
"5575","MG593800","Pseudomonadota",0,0
"5576","MG593801","Pseudomonadota",0,0
"5577","MG593802","Pseudomonadota",0,0
"5578","MG593803","Pseudomonadota",0,0
"5579","MG596799","Actinomycetota",0,0
"5580","MG596800","Actinomycetota",0,0
"5581","MG599035","Actinomycetota",0,0
"5582","MG602476","Actinomycetota",0,0
"5583","MG602477","Pseudomonadota",0,0
"5584","MG603697","Actinomycetota",0,0
"5585","MG640035","Actinomycetota",0,0
"5586","MG641885","Actinomycetota",0,0
"5587","MG646668","Actinomycetota",0,0
"5588","MG646669","Actinomycetota",0,0
"5589","MG646670","Actinomycetota",0,0
"5590","MG646671","Actinomycetota",0,0
"5591","MG646672","Actinomycetota",0,0
"5592","MG649966","Actinomycetota",0,0
"5593","MG649967","Actinomycetota",0,0
"5594","MG652450","Actinomycetota",0,0
"5595","MG655267","Actinomycetota",0,0
"5596","MG655268","Actinomycetota",0,0
"5597","MG655269","Actinomycetota",0,0
"5598","MG655270","Actinomycetota",0,0
"5599","MG656408","Pseudomonadota",0,0
"5600","MG663582","Pseudomonadota",0,0
"5601","MG663583","Pseudomonadota",0,0
"5602","MG663584","Pseudomonadota",0,0
"5603","MG663585","Pseudomonadota",0,0
"5604","MG663586","Pseudomonadota",0,0
"5605","MG670586","Pseudomonadota",0,0
"5606","MG673519","Actinomycetota",0,0
"5607","MG674163","Actinomycetota",0,0
"5608","MG676223","Actinomycetota",0,0
"5609","MG676224","Actinomycetota",0,0
"5610","MG676225","Actinomycetota",0,0
"5611","MG676466","Actinomycetota",0,0
"5612","MG696114","Actinomycetota",0,0
"5613","MG696115","Actinomycetota",0,0
"5614","MG707188","Actinomycetota",0,0
"5615","MG708273","Pseudomonadota",0,0
"5616","MG708274","Pseudomonadota",0,0
"5617","MG708275","Pseudomonadota",0,0
"5618","MG708276","Pseudomonadota",0,0
"5619","MG710484","Pseudomonadota",0,0
"5620","MG710528","Actinomycetota",0,0
"5621","MG711460","Pseudomonadota",0,0
"5622","MG711461","Pseudomonadota",0,0
"5623","MG711462","Pseudomonadota",0,0
"5624","MG711463","Pseudomonadota",0,0
"5625","MG711464","Pseudomonadota",0,0
"5626","MG711465","Pseudomonadota",0,0
"5627","MG711466","Pseudomonadota",0,0
"5628","MG711467","Pseudomonadota",0,0
"5629","MG711516","Actinomycetota",0,0
"5630","MG720308","Actinomycetota",0,0
"5631","MG720309","Actinomycetota",0,0
"5632","MG721208","Pseudomonadota",0,0
"5633","MG727695","Pseudomonadota",0,0
"5634","MG727697","Pseudomonadota",0,0
"5635","MG727698","Pseudomonadota",0,0
"5636","MG727700","Pseudomonadota",0,0
"5637","MG727701","Pseudomonadota",0,0
"5638","MG727702","Pseudomonadota",0,0
"5639","MG732930","Actinomycetota",0,0
"5640","MG736918","Actinomycetota",0,0
"5641","MG744354","Pseudomonadota",0,0
"5642","MG746602","Actinomycetota",0,0
"5643","MG747435","Actinomycetota",0,0
"5644","MG748547","Actinomycetota",0,0
"5645","MG748548","Actinomycetota",0,0
"5646","MG751100","Actinomycetota",0,0
"5647","MG752970","Actinomycetota",0,0
"5648","MG757152","Pseudomonadota",0,0
"5649","MG757153","Pseudomonadota",0,0
"5650","MG757154","Pseudomonadota",0,0
"5651","MG757155","Pseudomonadota",0,0
"5652","MG757156","Pseudomonadota",0,0
"5653","MG757157","Pseudomonadota",0,0
"5654","MG757158","Pseudomonadota",0,0
"5655","MG757159","Pseudomonadota",0,0
"5656","MG757160","Pseudomonadota",0,0
"5657","MG757161","Pseudomonadota",0,0
"5658","MG757162","Pseudomonadota",0,0
"5659","MG757163","Pseudomonadota",0,0
"5660","MG757164","Pseudomonadota",0,0
"5661","MG757165","Pseudomonadota",0,0
"5662","MG757166","Pseudomonadota",0,0
"5663","MG757167","Pseudomonadota",0,0
"5664","MG763894","Pseudomonadota",0,0
"5665","MG765274","Pseudomonadota",0,0
"5666","MG765275","Pseudomonadota",0,0
"5667","MG765276","Pseudomonadota",0,0
"5668","MG765277","Pseudomonadota",2,1
"5669","MG765278","Pseudomonadota",0,0
"5670","MG765279","Pseudomonadota",1,1
"5671","MG766219","Pseudomonadota",0,0
"5672","MG770211","Pseudomonadota",0,0
"5673","MG770212","Pseudomonadota",0,0
"5674","MG770213","Pseudomonadota",0,0
"5675","MG770214","Pseudomonadota",0,0
"5676","MG770215","Pseudomonadota",0,0
"5677","MG770216","Pseudomonadota",0,0
"5678","MG770228","Actinomycetota",0,0
"5679","MG770379","Actinomycetota",0,0
"5680","MG770897","Pseudomonadota",0,0
"5681","MG775042","Actinomycetota",0,0
"5682","MG775043","Actinomycetota",0,0
"5683","MG775258","Actinomycetota",0,0
"5684","MG775259","Actinomycetota",0,0
"5685","MG775260","Actinomycetota",0,0
"5686","MG775261","Actinomycetota",0,0
"5687","MG779474","Pseudomonadota",0,0
"5688","MG781190","Actinomycetota",0,0
"5689","MG781191","Actinomycetota",0,0
"5690","MG784342","Pseudomonadota",0,0
"5691","MG788324","Pseudomonadota",0,0
"5692","MG793454","Pseudomonadota",0,0
"5693","MG812486","Pseudomonadota",0,0
"5694","MG812487","Pseudomonadota",0,0
"5695","MG812488","Pseudomonadota",0,0
"5696","MG812489","Pseudomonadota",0,0
"5697","MG812490","Pseudomonadota",0,0
"5698","MG812491","Pseudomonadota",0,0
"5699","MG812492","Pseudomonadota",0,0
"5700","MG812493","Pseudomonadota",0,0
"5701","MG812494","Pseudomonadota",0,0
"5702","MG812495","Pseudomonadota",0,0
"5703","MG812496","Pseudomonadota",0,0
"5704","MG820632","Pseudomonadota",0,0
"5705","MG820633","Pseudomonadota",0,0
"5706","MG820634","Pseudomonadota",0,0
"5707","MG820635","Pseudomonadota",0,0
"5708","MG820636","Pseudomonadota",0,0
"5709","MG820637","Pseudomonadota",0,0
"5710","MG820638","Pseudomonadota",0,0
"5711","MG820639","Pseudomonadota",0,0
"5712","MG820640","Pseudomonadota",0,0
"5713","MG820641","Pseudomonadota",0,0
"5714","MG820642","Pseudomonadota",0,0
"5715","MG820643","Pseudomonadota",0,0
"5716","MG820644","Pseudomonadota",0,0
"5717","MG820645","Pseudomonadota",0,0
"5718","MG832642","Actinomycetota",0,0
"5719","MG833025","Actinomycetota",0,0
"5720","MG835450","Pseudomonadota",0,0
"5721","MG835568","Actinomycetota",0,0
"5722","MG835858","Actinomycetota",0,0
"5723","MG839014","Pseudomonadota",0,0
"5724","MG839015","Pseudomonadota",0,0
"5725","MG839016","Pseudomonadota",0,0
"5726","MG839017","Pseudomonadota",0,0
"5727","MG839018","Pseudomonadota",0,0
"5728","MG839019","Pseudomonadota",0,0
"5729","MG839020","Pseudomonadota",0,0
"5730","MG839021","Pseudomonadota",0,0
"5731","MG839022","Pseudomonadota",0,0
"5732","MG839023","Pseudomonadota",0,0
"5733","MG839024","Pseudomonadota",0,0
"5734","MG839025","Pseudomonadota",0,0
"5735","MG839026","Pseudomonadota",0,0
"5736","MG839027","Pseudomonadota",0,0
"5737","MG839028","Pseudomonadota",0,0
"5738","MG839029","Pseudomonadota",0,0
"5739","MG839030","Pseudomonadota",0,0
"5740","MG845393","Pseudomonadota",0,0
"5741","MG845683","Actinomycetota",0,0
"5742","MG845684","Actinomycetota",0,0
"5743","MG845865","Actinomycetota",0,0
